日期,液氯华北
2019-03-21,100.0
2019-03-22,100.0
2019-03-25,100.0
2019-03-26,100.0
2019-03-27,100.0
2019-03-28,100.0
2019-03-29,100.0
2019-04-01,100.0
2019-04-02,100.0
2019-04-03,100.0
2019-04-04,100.0
2019-04-08,100.0
2019-04-09,100.0
2019-04-10,100.0
2019-04-11,100.0
2019-04-12,100.0
2019-04-15,100.0
2019-04-16,100.0
2019-04-17,100.0
2019-04-18,100.0
2019-04-19,100.0
2019-04-22,100.0
2019-04-23,100.0
2019-04-24,300.0
2019-04-25,300.0
2019-04-26,300.0
2019-04-29,500.0
2019-04-30,500.0
2019-05-06,650.0
2019-05-07,500.0
2019-05-08,100.0
2019-05-09,100.0
2019-05-10,100.0
2019-05-13,100.0
2019-05-14,-100.0
2019-05-15,-200.0
2019-05-16,-200.0
2019-05-17,-100.0
2019-05-21,200.0
2019-05-22,200.0
2019-05-23,300.0
2019-05-24,300.0
2019-05-27,300.0
2019-05-28,100.0
2019-05-29,100.0
2019-05-30,100.0
2019-05-31,100.0
2019-06-03,300.0
2019-06-04,300.0
2019-06-05,300.0
2019-06-06,300.0
2019-06-10,400.0
2019-06-11,400.0
2019-06-12,400.0
2019-06-13,400.0
2019-06-14,1.0
2019-06-17,1.0
2019-06-18,100.0
2019-06-19,100.0
2019-06-20,300.0
2019-06-21,300.0
2019-06-24,350.0
2019-06-25,350.0
2019-06-26,350.0
2019-06-27,350.0
2019-06-28,350.0
2019-07-01,350.0
2019-07-02,350.0
2019-07-03,450.0
2019-07-04,450.0
2019-07-05,450.0
2019-07-08,600.0
2019-07-09,600.0
2019-07-10,600.0
2019-07-11,600.0
2019-07-12,600.0
2019-07-15,600.0
2019-07-16,600.0
2019-07-17,600.0
2019-07-18,600.0
2019-07-19,600.0
2019-07-22,300.0
2019-07-23,1.0
2019-07-24,-200.0
2019-07-25,-200.0
2019-07-26,1.0
2019-07-29,1.0
2019-07-30,-200.0
2019-07-31,-200.0
2019-08-01,-400.0
2019-08-02,-200.0
2019-08-05,100.0
2019-08-06,100.0
2019-08-07,100.0
2019-08-08,100.0
2019-08-09,100.0
2019-08-12,300.0
2019-08-13,300.0
2019-08-14,300.0
2019-08-15,300.0
2019-08-16,300.0
2019-08-19,-200.0
2019-08-20,-200.0
2019-08-21,-200.0
2019-08-22,-200.0
2019-08-23,-200.0
2019-08-26,300.0
2019-08-27,300.0
2019-08-28,400.0
2019-08-29,400.0
2019-08-30,500.0
2019-09-02,500.0
2019-09-03,500.0
2019-09-04,500.0
2019-09-05,500.0
2019-09-06,500.0
2019-09-09,850.0
2019-09-10,850.0
2019-09-11,850.0
2019-09-12,850.0
2019-09-16,850.0
2019-09-17,600.0
2019-09-18,600.0
2019-09-19,600.0
2019-09-20,600.0
2019-09-23,400.0
2019-09-24,400.0
2019-09-25,400.0
2019-09-26,400.0
2019-09-27,400.0
2019-09-30,400.0
2019-10-08,600.0
2019-10-09,600.0
2019-10-10,600.0
2019-10-11,600.0
2019-10-14,350.0
2019-10-15,350.0
2019-10-16,350.0
2019-10-17,350.0
2019-10-18,400.0
2019-10-21,400.0
2019-10-22,550.0
2019-10-23,550.0
2019-10-24,750.0
2019-10-25,850.0
2019-10-28,850.0
2019-10-29,850.0
2019-10-30,850.0
2019-10-31,850.0
2019-11-01,350.0
2019-11-04,150.0
2019-11-05,150.0
2019-11-06,150.0
2019-11-07,150.0
2019-11-08,150.0
2019-11-11,150.0
2019-11-12,150.0
